code,url,product_name,generic_name,quantity,brands,categories,ingredients_text,ingredients_analysis_tags,allergens,traces,additives_n,additives_en,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,product_quantity,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,Unnamed: 25,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,nutriscore_score_final,nutriscore_grade_final,Unnamed: 146,Unnamed: 147,Unnamed: 148,nutriscore_score.1,nutriscore_grade.1,category,nutriscore_score_final.1,nutriscore_grade_final.1,HealthStarRating,HSRTotalPoints
8904145912957,http://world-en.openfoodfacts.org/product/8904145912957/ensure-chocolate-flavour-abbott,Ensure Chocolate Flavour,,1kg,Abbott,Dietary supplements,"Skimmed milk powder, sucrose, maltodextrin, edible vegetable oil (high oleic sunflower oil, soy oil), cocoa powder (4.5%), fructose, fructo-oligosaccharide (3.9%), flavoring(s) (Nature Identical And Artificial - Chocolate), natural colour (caramel), MINERALS**, calcium B-hydroxy-B-methylbutyrate monohydrate (CaHMB) (0.67%), VITAMINS***, antioxidant (mixed tocopherol). Contains Milk","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,2,"E150 - Caramel,E306 - Tocopherol-rich extract",18.0,d,unknown,unknown,1000.0,Dietary supplements,https://images.openfoodfacts.org/images/products/890/414/591/2957/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/414/591/2957/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/414/591/2957/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/414/591/2957/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/414/591/2957/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/414/591/2957/nutrition_en.5.200.jpg,,422.0,1766.0,,11.5,4.0,,,,,,,,,,,,,,,,4.5,,2.6,,,,,,,,,,,,,,,,0.0,0.05,62.38,35.0,,,,,,,,,,,,,,15.1,,,,0.785,,0.314,,0.0,,7e-06,,2.4e-05,,,,,,,,,2.11e-05,,,,0.6,,0.421,0.421,0.008,0.072,0.0035,,,,,,,,,,,,,,0.0,,,,,,18.0,,,,0.108,,,,,,,,21.0,e,,,,18.0,d,General Food,21.0,e,1.5,19
8902979052405,http://world-en.openfoodfacts.org/product/8902979052405/cavins-butterscotch-milkshake-cavin-s,Cavins butterscotch milkshake,,180ml,Cavinâ€™s,"Beverages, Dairies, Dairy drinks, Flavoured milks, Milkshakes","Milk (89%) Sugar, Stabilizers (INS 415, INS 412, INS 407), Sequestering Agent (INS 452(i) Edible Common Salt, Cashew Powder (0.05%), and Emulsifier (INS 436). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (INS 1101 AND ADDED FLAVOUR NATURE IDENTICAL AND ARTIFICIAL (BUTTERSCOTCH FLAVOURING SUBSTANCES)","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,6,"E1101 - Protease,E407 - Carrageenan,E412 - Guar gum,E415 - Xanthan gum,E436 - Polyoxyethylene sorbitan tristearate,E452 - Polyphosphates,E452i - Sodium polyphosphate",,unknown,Milk and dairy products,Milk and yogurt,180.0,Milkshakes,https://images.openfoodfacts.org/images/products/890/297/905/2405/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/297/905/2405/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/297/905/2405/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/297/905/2405/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/297/905/2405/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/297/905/2405/nutrition_en.11.200.jpg,,109.0,456.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,10.6,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,0.126,,0.107,0.096,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,12.0,e,,,,,unknown,Beverages,12.0,e,0.5,17
8901030960451,http://world-en.openfoodfacts.org/product/8901030960451/horlicks-mothers-plus,Horlicks Mothers Plus,,200g,Horlicks,Beverages,"Milk Solids (75%), Dietary Fibre (Wheat Dextrin), Edible Fat powder [High Oleic Sunflower Oil, Corn Solids, Sodium Caseinate, Emulsifier (INS 471), Antioxidant (INS 305)], Cereal Extract, Minerals, Vitamins, Docosahexaenoic Acid (DHA) powder from Schizochytrium sp. (0.51%), Edible Vegetable Oil (Palm Kernel oil), Natural Flavour, Nature Identical flavouring substances, Natural Colour [INS 100(i)],","en:palm-oil,en:non-vegan,en:vegetarian",,,3,"E1400 - Dextrin,E304 - Fatty acid esters of ascorbic acid,E304ii - Ascorbyl stearate,E471 - Mono- and diglycerides of fatty acids",21.0,e,Beverages,Unsweetened beverages,200.0,Beverages,https://images.openfoodfacts.org/images/products/890/103/096/0451/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/103/096/0451/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/103/096/0451/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/103/096/0451/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/103/096/0451/nutrition_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/103/096/0451/nutrition_en.8.200.jpg,,351.0,1469.0,,5.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.5,35.0,,,,,,,,,,,8.0,,,22.0,,,,1.25,,0.5,,,,,,,,,,,,,,,,,,,0.62,,1.3333,,,,0.004,,,,,,,,,,,,,,0.0,,,,,,21.0,,,,,,,,,,,,16.0,d,,,,21.0,e,General Food,16.0,d,2.5,10
16000122536,http://world-en.openfoodfacts.org/product/0016000122536/cinnamon-toast-crunch-cereal-general-mills,Cinnamon Toast Crunch Cereal,,,General Mills,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Extruded cereals","whole grain wheat, sugar, rice flour, canola oil, fructose, maltodextrin, dextrose, salt, cinnamon, trisodium phosphate, soy lecithin, caramel color, bht added to preserve freshness, vitamins and minerals: calcium carbonate, iron and zinc (mineral nutrients), vitamin c (sodium ascorbate), a b vitamin (niacinamide), vitamin b6 (pyridoxine hydrochloride), vitamin b2 (riboflavin), vitamin b1 (thiamin mononitrate), vitamin a (palmitate), a b vitamin (folic acid), vitamin b12, vitamin d3,","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,4,"E150c - Ammonia caramel,E321 - Butylated hydroxytoluene,E322 - Lecithins,E322i - Lecithin,E339 - Sodium phosphates,E339iii - Trisodium phosphate",13.0,d,Cereals and potatoes,Breakfast cereals,,Extruded cereals,https://images.openfoodfacts.org/images/products/001/600/012/2536/front_en.16.400.jpg,https://images.openfoodfacts.org/images/products/001/600/012/2536/front_en.16.200.jpg,,,https://images.openfoodfacts.org/images/products/001/600/012/2536/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/001/600/012/2536/nutrition_en.10.200.jpg,,419.0,1753.0,,9.68,1.61,,,,,,,,,,,,,,,,4.84,,3.23,,,,,,,,,,,,,,,,0.0,0.0,80.65,29.03,,,,,,,,,,,6.5,,,3.23,,,,1.4525,,0.581,,0.0,,,,,0.0194,0.001,0.001371,,0.001613,,,4.84e-06,,,,,0.177,,0.323,0.194,0.01452,0.052,0.0121,0.000129,,,,,,,,,,,,,9.622931034,,,,,,13.0,,,,,,,,,,,,17.0,d,,,,13.0,d,General Food,17.0,d,2,12
8908016793799,http://world-en.openfoodfacts.org/product/8908016793799/garlic-chilli-crisp-master-chow,Garlic Chilli Crisp,,,Master Chow,condiments,"SUNFLOWER OIL, CHILLIES, ONION, GARLIC, CELERY, SUGAR, SALT, FRIED GARLIC, FRIED ONION ROASTED PEANUTS, CINNAMON, SICHUAN PEPPER CORN, BAY LEAF, STAR ANISE, SOY SAUCE","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian",,,0,,,unknown,unknown,unknown,,Condiments,https://images.openfoodfacts.org/images/products/890/801/679/3799/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/801/679/3799/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/801/679/3799/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/801/679/3799/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/801/679/3799/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/801/679/3799/nutrition_en.10.200.jpg,,520.0,2180.0,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,12.5,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.88950893,,,,,,,,,,,,,,,,,,3.0,c,,,,,unknown,Fat/Nuts/Oil/Seeds,3.0,c,5,1
8908011648414,http://world-en.openfoodfacts.org/product/8908011648414/instant-premix-coffee-jawai,instant premix coffee,,100g,Jawai,"Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Instant beverages, Instant coffees, Instant premix coffee","Sugar, dairy whitener, coffee,chicory","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian",,,0,,,unknown,unknown,unknown,100.0,Instant-premix-coffee,https://images.openfoodfacts.org/images/products/890/801/164/8414/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/801/164/8414/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/801/164/8414/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/801/164/8414/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/801/164/8414/nutrition_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/801/164/8414/nutrition_en.3.200.jpg,,402.0,1682.0,,4.4,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0178,79.74,52.72,,,,,,,,,,,0.0,,,10.7,,,,0.596,,0.2384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.375,,,,,,,,,,,,,,,,,,17.0,e,,,,,unknown,Beverages,17.0,e,0.5,20
8908003763057,http://world-en.openfoodfacts.org/product/8908003763057/potato-chips-maxvita,Potato chips,,15g,Maxvita,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps","Farm fresh potatoes, Edible vegetable oil, lodized Salt, Sugar, Milk Solids, Cheese Powder, Spices and Condiments.","en:may-contain-palm-oil,en:non-vegan,en:vegetarian",en:milk,,0,,,unknown,Salty snacks,Appetizers,15.0,Potato crisps,https://images.openfoodfacts.org/images/products/890/800/376/3057/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/800/376/3057/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/800/376/3057/ingredients_en.14.400.jpg,https://images.openfoodfacts.org/images/products/890/800/376/3057/ingredients_en.14.200.jpg,https://images.openfoodfacts.org/images/products/890/800/376/3057/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/800/376/3057/nutrition_en.11.200.jpg,,543.0,2272.0,,34.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.7,2.4,,,,,,,,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3.0,c,,,,,unknown,General Food,3.0,c,3.5,2
8908003249414,http://world-en.openfoodfacts.org/product/8908003249414/greek-yogurt-akshayakalpa,Greek Yogurt,,100g,Akshayakalpa,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts, Greek-style yogurts","Organic Cow Milk (Pasteurized), Organic Mango Pulp (3%), Organic Mango Concentrate (4%), Organic Honey(2%) ,Natural Mango Flavour (0.015%), Starter Culture, Probiotic Culture","en:palm-oil-free,en:non-vegan,en:maybe-vegetarian",,,0,,1.0,b,Milk and dairy products,Milk and yogurt,100.0,Greek-style yogurts,https://images.openfoodfacts.org/images/products/890/800/324/9414/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/800/324/9414/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/800/324/9414/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/800/324/9414/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/800/324/9414/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/800/324/9414/nutrition_en.5.200.jpg,,92.6,387.0,,3.45,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,7.06,,,,,,,,,,,0.0,,,6.1,,,,0.1125,,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,1.0,,,,,,,,,,,,3.0,c,,,,1.0,b,Cheese,3.0,c,5,1
8908000407008,http://world-en.openfoodfacts.org/product/8908000407008/goat-cheese-flanders-dairy-products,Goat Cheese,,500g,Flanders Dairy Products,"Dairies, Fermented foods, Fermented milk products, Cheeses, Goat cheeses","Pasteurised Goat Milk, Lactic acid culture, common salt, permitted class 2 preservative","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,0,,7.0,c,Milk and dairy products,Cheese,500.0,Goat cheeses,,,,,,,,205.0,858.0,,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0.0,,,,,,,,,,,0.0,,,14.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.0,,,,,,7.0,,,,,,,,,,,,7.0,c,,,,7.0,c,Cheese,7.0,c,5,16
8908000258211,http://world-en.openfoodfacts.org/product/8908000258211/jivo-olive-oil,Jivo Olive Oil,,1L,Jivo,Olive oils,olive oil,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,6.0,c,Fat and sauces,Fats,1000.0,Olive oils,https://images.openfoodfacts.org/images/products/890/800/025/8211/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/800/025/8211/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/800/025/8211/nutrition_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/800/025/8211/nutrition_en.4.200.jpg,,900.0,3766.0,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,6.0,,,,,,,,,,,,15.0,d,,,,6.0,c,Fat/Nuts/Oil/Seeds,15.0,d,3.5,22
8906143890008,http://world-en.openfoodfacts.org/product/8906143890008/5-grain-muesli-the-whole-truth,5 Grain Muesli,,,the whole truth,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis, en:bars","Multigrain(rolled oats, ragi flakes, bajra flakes, jowar flakes, brown rice flakes), nuts (almonds, peanut butter), dried fruits (dates, black & golden raisins, apricots),seeds (pumpkin seeds, watermelon seeds),cocoa butter,cinnamon","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",en:nuts,,0,,-3.0,a,Sugary snacks,Biscuits and cakes,,Mueslis,https://images.openfoodfacts.org/images/products/890/614/389/0008/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/614/389/0008/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/614/389/0008/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/614/389/0008/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/614/389/0008/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/614/389/0008/nutrition_en.11.200.jpg,,236.3,989.0,,9.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,2.2,,,,,,,,,,,3.7,,,6.2,,,,0.013,,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.45833333,,,,,,-3.0,,,,,,,,,,,,0.0,a,,,,-3.0,a,General Food,0.0,a,4,-3
8906131680635,http://world-en.openfoodfacts.org/product/8906131680635/berry-crunch-slurrp-farm,Berry Crunch,,400 g,Slurrp Farm,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","Supergrain blend (sorghum (jowar), finger millet (ragi)) (25.7%), corn (19.1%), raw unrefined sugar (19%), rice flour (10.2%), strawberry powder, jaggery, rice bran oil, vanilla extract, natural flavours, beetroot powder, natural vitamin E","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,0,,4.0,c,Cereals and potatoes,Breakfast cereals,400.0,Breakfast cereals,https://images.openfoodfacts.org/images/products/890/613/168/0635/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/613/168/0635/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/613/168/0635/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/613/168/0635/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/890/613/168/0635/nutrition_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/613/168/0635/nutrition_en.12.200.jpg,,331.0,1385.0,,3.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,24.1,20.9,,,,,,,,,,3.0,,,4.8,,,,0.02075,,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,4.0,,,,,,,,,,,,11.0,d,,,,4.0,c,General Food,11.0,d,3,4
8906127551086,http://world-en.openfoodfacts.org/product/8906127551086/alpino-super-oats-chocolate,Alpino Super Oats Chocolate,,,Alpino,"Oat,Breakfast Cereals","Rolled Oats (61%), Unsweetened Peanut Butter (26%), Alpino Supernatural (TM) Peanut Protein, Cocoa Powder, Nuts & Seed Mix (Chia Seeds, Almonds, Raisins, Sunflower Seeds), Monk Fruit Extract","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian",,,0,,-2.0,a,Cereals and potatoes,Breakfast cereals,,Oat,https://images.openfoodfacts.org/images/products/890/612/755/1086/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/612/755/1086/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/612/755/1086/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/612/755/1086/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/612/755/1086/nutrition_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/612/755/1086/nutrition_en.8.200.jpg,,445.0,1862.0,,16.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,6.0,,,,,,,,,,,11.3,,,22.0,,,,0.02625,,0.0105,,,,,,,,,,,,,,,,,,,0.5592,,,,,,,,,,,,,,,,,,,,26.80403646,,,,,,-2.0,,,,,,,,,,,,-4.0,a,,,,-2.0,a,General Food,-4.0,a,5,-13
8906112665354,http://world-en.openfoodfacts.org/product/8906112665354/protein-granola-true-elements,Protein Granola,,900g,True Elements,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","Seeds (62.9% - Watermelon, Sunflower, Flax, Chia, Sesame), Jaggery (13.4%), Nuts (10.3% - Almonds, Desiccated Coconut), Oat flour (7.2%), Raw Honey (6.2%).","en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,-2.0,a,Cereals and potatoes,Breakfast cereals,900.0,Breakfast cereals,https://images.openfoodfacts.org/images/products/890/611/266/5354/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/611/266/5354/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/611/266/5354/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/611/266/5354/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/611/266/5354/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/611/266/5354/nutrition_en.11.200.jpg,,439.0,1837.0,,12.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4,18.0,,,,,,,,,,,24.5,,,19.2,,,,0.0144,,0.00576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.75,,,,,,-2.0,,,,,,,,,,,,5.0,c,,,,-2.0,a,Fat/Nuts/Oil/Seeds,5.0,c,5,-15
8906112660519,http://world-en.openfoodfacts.org/product/8906112660519/rolled-oats-true-elements,Rolled Oats,,40g,True Elements,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Rolled oats",Rolled Oats,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,-5.0,a,Cereals and potatoes,Breakfast cereals,40.0,Rolled oats,https://images.openfoodfacts.org/images/products/890/611/266/0519/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/611/266/0519/front_en.4.200.jpg,,,,,,363.0,1519.0,,6.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.5,0.87,,,,,,,,,,,9.67,,,13.1,,,,0.00762,,0.003048,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,-5.0,,,,,,,,,,,,-5.0,a,,,,-5.0,a,General Food,-5.0,a,5,-11
8906077560022,http://world-en.openfoodfacts.org/product/8906077560022/pasteurized-toned-milk-pddp,Pasteurized Toned Milk,,475 ml,PDDP,"Beverages and beverages preparations, Beverages, Dairies, Dairy drinks, Milks, en:pasteurised-milks",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,0,,,unknown,Milk and dairy products,Milk and yogurt,475.0,Pasteurised milks,https://images.openfoodfacts.org/images/products/890/607/756/0022/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/607/756/0022/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/607/756/0022/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/607/756/0022/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/607/756/0022/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/607/756/0022/nutrition_en.7.200.jpg,260,62.2,260.0,,3.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0074,5.0,,,,,,,,,,,,0.0,,,3.3,,,,0.09525,,0.0381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,b,,,,,unknown,Beverages,0.0,b,1.5,9
8906080604744,http://world-en.openfoodfacts.org/product/8906080604744/paperboat-swing-coconut-water,paperboat Swing Coconut Water,RECONSTITUTED 55% COCONUT WATER DRINK.,,paperboat,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Coconut-based drinks","WATER, COCONUT WATER CONCENTRATE (4.3%)*, SUGAR, MINERAL (POTASSIUM CHLORIDE), NATURE-IDENTICAL FLAVOURING SUBSTANCES, IODISED SALT, PRESERVATIVES (242, 202 224), ACIDITY REGULATOR (CITRIC ACID) AND ANTIOXIDANT (ASCORBIC ACID).","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,4,"E224 - Potassium metabisulphite,E242 - Dimethyl dicarbonate,E300 - Ascorbic acid,E330 - Citric acid",1.0,b,Beverages,Plant-based milk substitutes,,Coconut-based drinks,https://images.openfoodfacts.org/images/products/890/608/060/4744/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/608/060/4744/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/608/060/4744/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/890/608/060/4744/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/890/608/060/4744/nutrition_en.16.400.jpg,https://images.openfoodfacts.org/images/products/890/608/060/4744/nutrition_en.16.200.jpg,,25.0,105.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,6.0,,,,,,,,,,,,,,0.0,,,,0.05,,0.02,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,4.3,,,,,,1.0,,,,,,,,,,,,1.0,b,,,,1.0,b,Water,1.0,b,5,0
