code,url,product_name,generic_name,quantity,brands,categories,ingredients_text,ingredients_analysis_tags,allergens,traces,additives_n,additives_en,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,product_quantity,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,Unnamed: 25,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,nutriscore_score_final,nutriscore_grade_final,Unnamed: 146,Unnamed: 147,Unnamed: 148,nutriscore_score.1,nutriscore_grade.1,category
961475015275,http://world-en.openfoodfacts.org/product/0961475015275/choco-fills-dark-fantasy,Choco Fills,,,"Dark Fantasy,Sunfeast","Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Drop cookies, Chocolate chip cookies, Biscuit (cookie) snack w chocolate filling, Cookies with milk chocolate, en:filled-biscuits","CHOCO CRÃˆME (40%) (SUGAR, REFINED PALMOLEIN, REFINED PALM OIL, COCOA SOLIDS, EMULSIFIER [LECITHIN (FROM SOYABEAN)], NATURE IDENTICAL FLAVOURING SUBSTANCES (CHOCOLATE) AND ARTIFICIAL FLAVOURING SUBSTANCES (VANILLA)), REFINED WHEAT FLOUR (MAIDA), HYDROGENATED VEGETABLE OILS, SUGAR, INVERT SYRUP, LIQUID GLUCOSE, RAISING AGENTS [INS 503(ii), INS 500(ii), INS 450(i)], COCOA SOLIDS (0.7%), BUTTER, MILK SOLIDS, IODIZED SALT, &quot;NATURE IDENTICAL FLAVOURING SUBSTANCES (MILK CHOCOLATE), COLOURS (INS 150C, INS 150d), EMULSIFIERS [LECITHIN (FROM SOYABEAN), MONO-AND DI-GLYCERIDES OF FATTY ACIDS (FROM PALM OIL)] AND ARTIFICIAL FLAVOURING SUBSTANCES (MILK, VANILLA).","en:palm-oil,en:non-vegan,en:vegetarian","en:gluten,en:milk",,7,"E150c - Ammonia caramel,E150d - Sulphite ammonia caramel,E322 - Lecithins,E322i - Lecithin,E450 - Diphosphates,E450i - Disodium diphosphate,E471 - Mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate,E503 - Ammonium carbonates,E503ii - Ammonium hydrogen carbonate",24,e,Sugary snacks,Biscuits and cakes,,Cookies with milk chocolate,https://images.openfoodfacts.org/images/products/096/147/501/5275/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/096/147/501/5275/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/096/147/501/5275/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/096/147/501/5275/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/096/147/501/5275/nutrition_en.12.400.jpg,https://images.openfoodfacts.org/images/products/096/147/501/5275/nutrition_en.12.200.jpg,,513,2146,,26.5,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0003,64.3,34.4,31.7,,,,,,,,,,,,,5.3,,,,0.41625,,0.1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,24,,,,,,,,,,,,28,e,,,,24,e,General Food
941458000702,http://world-en.openfoodfacts.org/product/0941458000702/munch-nestle,Munch,,160.2g,Nestle,Chocolate stuffed wafers,"Confed Wafer Sugar, Refined Wheat flour (Maida), Hydrogenated vegetable fat, Fractionated vegetable fat, Milk solids, Cocoa solids (3.9%), Emulsifier (Soya lecithin), Raising agent (500) Yeast, lodised salt, Flour treatment agent (516) and Artificial (Vanilla) flavouring substance. Contains Wheat, Sesame, Milk and Soy. May Contains Nut.","en:may-contain-palm-oil,en:non-vegan,en:vegetarian-status-unknown",,,2,"E322 - Lecithins,E322i - Lecithin,E516 - Calcium sulphate",22,e,Sugary snacks,Biscuits and cakes,160,Chocolate stuffed wafers,https://images.openfoodfacts.org/images/products/094/145/800/0702/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/094/145/800/0702/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/094/145/800/0702/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/094/145/800/0702/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/094/145/800/0702/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/094/145/800/0702/nutrition_en.7.200.jpg,,435,1820,,23.4,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,50,32.9,29.3,,,,,,,,,,,,,6,,,,0.0893,,0.03572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,22,,,,,,,,,,,,24,e,,,,22,e,General Food
890600200876,http://world-en.openfoodfacts.org/product/0890600200876/veg-mayonnaise-for-burger-dr-oetker,Veg Mayonnaise For Burger,,250g,Dr.Oetker,"Condiments, Sauces, Dips, Mayonnaises","Refined Soyabean Oil, Tomatoes (3%), Sugar, Milk Solids, Lemon Juice,iodised Salt, Emulsifiers & Stabilizers (INS1442, INS415), Mixed Spices,Acid Regulators (INS260, INS330), Preservatives (INS211, INS202),Antioxidant(INS319), Contains _Milk_","en:palm-oil-free,en:non-vegan,en:vegetarian",,,7,"E1442 - Hydroxypropyl distarch phosphate,E202 - Potassium sorbate,E211 - Sodium benzoate,E260 - Acetic acid,E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid,E415 - Xanthan gum",22,e,Fat and sauces,Dressings and sauces,250,Mayonnaises,https://images.openfoodfacts.org/images/products/089/060/020/0876/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0876/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0876/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0876/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0876/nutrition_en.9.400.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0876/nutrition_en.9.200.jpg,,456.7,1911,,42.1,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.1,14.3,,,,,,,,,,,0,,,1.6,,,,1.62,,0.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,22,,,,,,,,,,,,24,e,,,,22,e,General Food
890600200494,http://world-en.openfoodfacts.org/product/0890600200494/veg-mayonnaise-dr-oetker,Veg Mayonnaise,,250g,Dr.Oetker,"Condiments, Sauces, Dips, Mayonnaises","Refined Soyabean Oil, Water, Sugar, Milk Solids, iodised Salt, Lemon Juice, Emulsifiers and Stabilizers (INS415, INS1442), Acidity Regulators (INS260, INS330), Preservatives (INS211, INS202), Antioxidant (INS319).  CONTAINS MILK.","en:palm-oil-free,en:non-vegan,en:vegetarian",,,7,"E1442 - Hydroxypropyl distarch phosphate,E202 - Potassium sorbate,E211 - Sodium benzoate,E260 - Acetic acid,E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid,E415 - Xanthan gum",23,e,Fat and sauces,Dressings and sauces,250,Mayonnaises,https://images.openfoodfacts.org/images/products/089/060/020/0494/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0494/front_en.9.200.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0494/ingredients_en.17.400.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0494/ingredients_en.17.200.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0494/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/089/060/020/0494/nutrition_en.11.200.jpg,,502.2,2101,,51.8,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8.6,7.3,,,,,,,,,,,0,,,0.5,,,,1.77625,,0.7105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.888125,,,,,,23,,,,,,,,,,,,25,e,,,,23,e,General Food
841541001220,http://world-en.openfoodfacts.org/product/0841541001220/almond-milk-unsweetened-so-good,Almond milk unsweetened,,,So Good,Almond-based drinks,"Water, Almond (3%), Minerals, Emulsifier (INS 322), Edible Common Salt, Stabiliser (INS 418), Acidity Regulator (INS 500 (ii)), Vitamins. All ingredients are of non-animal origin. Allergen statement: Contains Nuts (Almonds) (Processed in a factory that handles Dairy)","en:palm-oil-free,en:vegan,en:vegetarian",,,3,"E322 - Lecithins,E418 - Gellan gum,E500 - Sodium carbonates,E500ii - Sodium hydrogen carbonate",0,b,Beverages,Plant-based milk substitutes,,Almond-based drinks,https://images.openfoodfacts.org/images/products/084/154/100/1220/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/084/154/100/1220/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/084/154/100/1220/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/084/154/100/1220/ingredients_en.9.200.jpg,,,,16,67,,1.4,0.1,,,,,,,,,,,,,,,,0.9,,0.4,,,,,,,,,,,,,,,,0,0,0.3,0.1,,,,,,,,,,,0.3,,,0.6,,,,0.09,,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.045,,,,,,0,,,,,,,,,,,,0,a,,,,0,b,Beverages
839,http://world-en.openfoodfacts.org/product/0839/museli-amazon-solimo,Museli,,1 kg,Amazon solimo,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis","Multictain Flakes (83.9%) [Rotted at 7%), Wheat Flakes (35%) (Wheat, lodised Salt, Malt Extract, Emulsifier (INS 322) & Antioxidant (INS 320) Corn Flakes (11.9%) (Corn Grits, lodised Salt, Malt Extract, Emulsifier (INS 322) & Antioxidant (INS 320)1, Apple Juice Concentrate (10%), Dried Fruits & Nuts (5%) [Sliced Almonds (2.5%), Raisins (2.5%)], Emulsifier (INS 322) Flavours [Artificial (Red Apple) & Natural flavouring substances] & Antioxidant (INS 320) STORAGE INSTRUCTIONS: 1. Not to be consumed if seal is broken 2. Secure lid tightly after every use 3. Store in dry place and away from heat and light. ALLERGEN: Contains Soy, Wheat, Oats, Barley & Nut","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,2,"E320 - Butylated hydroxyanisole (bha),E322 - Lecithins",-3,a,Cereals and potatoes,Breakfast cereals,1000,Mueslis,https://images.openfoodfacts.org/images/products/0839/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/0839/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/0839/ingredients_en.18.400.jpg,https://images.openfoodfacts.org/images/products/0839/ingredients_en.18.200.jpg,https://images.openfoodfacts.org/images/products/0839/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/0839/nutrition_en.10.200.jpg,1643,392.34,1643,,3.78,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8,8.62,,,,,,,,,,,6.34,,,8.78,,,,0.5087,,0.20348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0125,,,,,,-3,,,,,,,,,,,,1,b,,,,-3,a,General Food
793591862460,http://world-en.openfoodfacts.org/product/0793591862460/kerala-banana-chips-beyond-snacks,Kerala Banana Chips,,75g,Beyond Snacks,Banana Chips,"Raw Banana (72%) Refined vegetable oil (Palmolein), iodised Salt, Spices and Condiments (Chilli, Garlic, Onion, Tamarind), Sugar, Rice powder, Hydrolysed Vegetable protein, dehydrated herbs, Acidity regulator (E330), Anticaking agent (E551), Flavour Enhancers (E627, E631),Antioxidant (E319),natural colors,natural and natural identical flavoring substances, _soy_,_milk solids_,_Mustard_","en:palm-oil,en:non-vegan,en:vegetarian",,,5,"E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid,E551 - Silicon dioxide,E627 - Disodium guanylate,E631 - Disodium inosinate",11,d,unknown,unknown,75,Banana-chips,https://images.openfoodfacts.org/images/products/079/359/186/2460/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/079/359/186/2460/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/079/359/186/2460/ingredients_en.29.400.jpg,https://images.openfoodfacts.org/images/products/079/359/186/2460/ingredients_en.29.200.jpg,https://images.openfoodfacts.org/images/products/079/359/186/2460/nutrition_en.26.400.jpg,https://images.openfoodfacts.org/images/products/079/359/186/2460/nutrition_en.26.200.jpg,,518.65,2170,,27.49,12.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,60.97,6.15,,,,,,,,,,,6.88,,,6.84,,,,0.34915,,0.13966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.15275313,,,,,,11,,,,,,,,,,,,12,d,,,,11,d,General Food
784927149447,http://world-en.openfoodfacts.org/product/0784927149447/toasted-millet-muesli-dark-chocolate-and-orange-peel-monsoon-harvest,toasted millet muesli dark chocolate and orange peel,,250g,monsoon harvest,Toasted millet muesli,"Rolled Oats 47.55%, Dark Chocolate 30.89% (Cocoa Powder, Cocoa Nibs, Cocoa Butter, Butter, Sugar, Milk Powder, Soya Lecithin, Vanilla). Millets 9.6% (Sorghum (Jowar) Flakes, Finger Millet (Ragi) Flakes), Almonds 7.5%, Orange Peel 3.55%, Flax Seeds, Orange Oil 0.24%, Natural Mixed Tocopherols (E307b) Allergen Information: Contains milk, nuts and seeds","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown","en:milk,en:nuts,en:Seeds",,3,"E306 - Tocopherol-rich extract,E307b - Concentrated tocopherol,E322 - Lecithins,E322i - Lecithin",11,d,unknown,unknown,250,Toasted-millet-muesli,https://images.openfoodfacts.org/images/products/078/492/714/9447/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/078/492/714/9447/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/078/492/714/9447/ingredients_en.17.400.jpg,https://images.openfoodfacts.org/images/products/078/492/714/9447/ingredients_en.17.200.jpg,https://images.openfoodfacts.org/images/products/078/492/714/9447/nutrition_en.12.400.jpg,https://images.openfoodfacts.org/images/products/078/492/714/9447/nutrition_en.12.200.jpg,,445,1862,,20.3,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2.18,,,,,,,,,,,4.19,,,11.1,,,,0.17,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.05,,,,,,11,,,,,,,,,,,,13,d,,,,11,d,General Food
750958739841,http://world-en.openfoodfacts.org/product/0750958739841/muesli-cranberry-blueberry-true-elements,Muesli cranberry & blueberry,,,True Elements,muesli,"Whole Wheat Flakes, Rolled Oats, Almonds, Freeze Dried Raisins, Dried Cranberry, Dried Blueberry, Raw Honey, Cane Sorghum, Natural Soy Lecithin.","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,,1,"E322 - Lecithins,E322i - Lecithin",-2,a,Cereals and potatoes,Breakfast cereals,,Mueslis,https://images.openfoodfacts.org/images/products/075/095/873/9841/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/075/095/873/9841/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/075/095/873/9841/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/075/095/873/9841/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/075/095/873/9841/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/075/095/873/9841/nutrition_en.11.200.jpg,,339,1418,,1.83,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,18.3,,,,,,,,,,,9.75,,,9.5,,,,0.01105,,0.00442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.27777778,,,,,,-2,,,,,,,,,,,,1,b,,,,-2,a,General Food
748927066692,http://world-en.openfoodfacts.org/product/0748927066692/whey-gold-standard,Whey,,2.5kg,Gold Standard,"Dairies,Whey powder","Protein Blend (93%) (Whey Protein Isolate, Whey Protein Concentrate, Hydrolysed Whey Protein) (Emulsifier: INS 3221), Cocoa Powder (Processed With Alkali), Artificial Flavours (Chocolate, Vanilla), Sweetener (INS 950).","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,1,E950 - Acesulfame k,,unknown,unknown,unknown,2500,Whey powder,https://images.openfoodfacts.org/images/products/074/892/706/6692/front_en.16.400.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6692/front_en.16.200.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6692/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6692/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6692/nutrition_en.12.400.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6692/nutrition_en.12.200.jpg,,385,1610,,3.29,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.148,9.87,,,,,,,,,,,,,,,78.9,,,,0.411,,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,a,,,,,unknown,General Food
748927066012,http://world-en.openfoodfacts.org/product/0748927066012/performance-whey-optimum-nutrition,performance whey,,1 kg,Optimum Nutrition,"Dairies,Whey powder","Protein Blend (91%) (Whey Protein Concentrate, Whey Protein Isolate) (Emulsifier: INS 3221), Cocoa Powder (Processed with Alkali), Artificial Flavours (Chocolate, Butter, Cream, Cocoa, Custard), Sodium Chloride, Thickeners (INS 466, INS 415, INS 407), Sweeteners (INS 955, INS 950).","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,5,"E407 - Carrageenan,E415 - Xanthan gum,E466 - Sodium carboxy methyl cellulose,E950 - Acesulfame k,E955 - Sucralose",0,b,unknown,unknown,1000,Whey powder,https://images.openfoodfacts.org/images/products/074/892/706/6012/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6012/front_en.19.200.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6012/ingredients_en.14.400.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6012/ingredients_en.14.200.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6012/nutrition_en.21.400.jpg,https://images.openfoodfacts.org/images/products/074/892/706/6012/nutrition_en.21.200.jpg,,362,1520,,2.94,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,2.94,,,,,,,,,,,,,,70.6,,,,0.00083,,0.000332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,-2,a,,,,0,b,General Food
639277143303,http://world-en.openfoodfacts.org/product/0639277143303/hard-candy-coastal-bay-confections,Hard Candy,,85g,Coastal Bay confections,"Sweeteners, Sugars, Rock candies","ISOMALT, CITRIC ACID, MALIC ACID NATURAL AND ARTIFICIAL FLAVORS ARTIFICIA COLORS(FD&C RED 40, YELLOW YELLOW 6), SUCRALOS E Distributed By Greenbrier International 500 Volve Parkway Chesapeake, VA 23320 Made in USA AC. ALLERGEN STATT FMaTHATHANDLES","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,4,"E110 - Sunset yellow FCF,E129 - Allura red,E330 - Citric acid,E953 - Isomalt",2,b,Sugary snacks,Sweets,85,Rock candies,https://images.openfoodfacts.org/images/products/063/927/714/3303/front_en.18.400.jpg,https://images.openfoodfacts.org/images/products/063/927/714/3303/front_en.18.200.jpg,https://images.openfoodfacts.org/images/products/063/927/714/3303/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/063/927/714/3303/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/063/927/714/3303/nutrition_en.20.400.jpg,https://images.openfoodfacts.org/images/products/063/927/714/3303/nutrition_en.20.200.jpg,,205.8823529,861,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.11764706,0,,,,,,,,,,,0,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,,,,,2,b,,,,2,b,General Food
610825925084,http://world-en.openfoodfacts.org/product/0610825925084/goodmylk-mylk,Goodmylk Mylk,,200 ml,Goodmylk,"Plant-based foods and beverages, Beverages, Plant-based foods, Dairy substitutes, Milk substitutes, Nuts and their products, Plant-based beverages, Plant-based milk alternatives, Nut-based drinks","Cashew-oat mylk (filtered water, cashews, oats), Sugar. Contains 2% or less of: Sunflower oil, Dipotassium phosphate, Guar gum","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:Guar gum,en:Sunflower oil Dipotassium phosphate",2,"E340 - Potassium phosphates,E340ii - Dipotassium phosphate,E412 - Guar gum",,unknown,Beverages,Plant-based milk substitutes,200,Nut-based drinks,https://images.openfoodfacts.org/images/products/061/082/592/5084/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/061/082/592/5084/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/061/082/592/5084/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/061/082/592/5084/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/061/082/592/5084/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/061/082/592/5084/nutrition_en.7.200.jpg,,44,184,,4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1,,,,,,,,,,,0.2,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,0,a,,,,,unknown,General Food
524003003030,http://world-en.openfoodfacts.org/product/0524003003030,,,,,pickle lime,"Lime (64%), Salt, Mixed Spice Powder, Refined Rice Bran Oil & Acetic Acid (INS 260). CONTAINS PERMITTED CLASS II PRESERVATIVE (INS 211)","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,,2,"E211 - Sodium benzoate,E260 - Acetic acid",,unknown,unknown,unknown,,Pickle-lime,https://images.openfoodfacts.org/images/products/052/400/300/3030/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/052/400/300/3030/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/052/400/300/3030/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/052/400/300/3030/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/052/400/300/3030/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/052/400/300/3030/nutrition_en.7.200.jpg,,19,79,,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,0.2,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,-2,a,,,,,unknown,General Food
99071001498,http://world-en.openfoodfacts.org/product/0099071001498/prostar-100-whey-protein,Prostar 100% whey protein,,,Prostar,"Dietary supplements,Bodybuilding supplements,Protein powders","Protein Blend (Whey Protein Isolate, Whey Protein Concentrate and Whey Peptides), Cocoa, Sodium Chloride, Sucralose, Acesulfame Potassium, Natural and Artificial Flavors, and Soy Lecithin Contains Milk, Soy","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,,3,"E322 - Lecithins,E322i - Lecithin,E950 - Acesulfame k,E955 - Sucralose",1,b,unknown,unknown,,Protein powders,https://images.openfoodfacts.org/images/products/009/907/100/1498/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/009/907/100/1498/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/009/907/100/1498/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/009/907/100/1498/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/009/907/100/1498/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/009/907/100/1498/nutrition_en.10.200.jpg,,400,1674,,3.333333333,1.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.666666667,3.333333333,,,,,,,,,,,,,,83.33333333,,,,0.25,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,-1,a,,,,1,b,General Food
